grid_lat,grid_lon,grid_idx,Openness,Openness_weight_sum,Conscientiousness,Conscientiousness_weight_sum,Extraversion,Extraversion_weight_sum,Agreeableness,Agreeableness_weight_sum,Neuroticism,Neuroticism_weight_sum
47.31616594227192,10.234611883930647,0,3.682657523637979,425.6313443843676,3.1130639817726413,425.6313443843676,3.7629759151154247,425.6313443843676,3.6403491047328953,425.6313443843676,2.2760031675007677,425.6313443843676
47.31616594227192,10.30644994975637,1,3.6883123363729835,432.1763321972473,3.1046549621834014,432.1763321972473,3.7604646153593833,432.1763321972473,3.638956074794598,432.1763321972473,2.274579285226452,432.1763321972473
47.361210987316966,10.090935752279204,2,3.6622452435678694,448.3339463483796,3.1294992837314792,448.3339463483796,3.7676127974985403,448.3339463483796,3.640588811487196,448.3339463483796,2.2839321521990636,448.3339463483796
47.361210987316966,10.234611883930647,3,3.6759894309509664,464.10096236453666,3.114501261820091,464.10096236453666,3.764343132363646,464.10096236453666,3.6388906658614073,464.10096236453666,2.2794360314509388,464.10096236453666
47.361210987316966,10.30644994975637,4,3.6811901315752382,470.8986645391002,3.1065190695444964,470.8986645391002,3.7622350594303318,470.8986645391002,3.637593535671205,470.8986645391002,2.2785104695807403,470.8986645391002
47.40625603236201,10.090935752279204,5,3.656649016450119,483.42801560638566,3.1291877251127644,483.42801560638566,3.7676171487504395,483.42801560638566,3.639016725004541,483.42801560638566,2.287461962767675,483.42801560638566
47.40625603236201,10.162773818104927,6,3.663640381148562,492.83395478891214,3.1228284907827546,492.83395478891214,3.76684375052754,492.83395478891214,3.6386731065690867,492.83395478891214,2.2846672965293333,492.83395478891214
47.40625603236201,10.234611883930647,7,3.6696857513507766,501.87785679808604,3.1156369160637594,501.87785679808604,3.7655917772150707,501.87785679808604,3.6377050136117046,501.87785679808604,2.282953952545867,501.87785679808604
47.40625603236201,10.30644994975637,8,3.6745221684036573,509.8746916658718,3.108190917503933,509.8746916658718,3.763976860248328,509.8746916658718,3.636618688764504,509.8746916658718,2.282316959973034,509.8746916658718
47.40625603236201,10.37828801558209,9,3.6780383456380137,517.2340861668786,3.1010512306431903,517.2340861668786,3.7622253434110067,517.2340861668786,3.6357584778567227,517.2340861668786,2.2826701668236122,517.2340861668786
47.40625603236201,11.024830608013584,10,3.671443081844877,763.2025127985902,3.07244003172173,763.2025127985902,3.7604259527621005,763.2025127985902,3.635977222376706,763.2025127985902,2.3066654731719956,763.2025127985902
47.40625603236201,11.096668673839304,11,3.6702114610067977,811.3195405226062,3.0713608117797633,811.3195405226062,3.7607866770368683,811.3195405226062,3.635758487716865,811.3195405226062,2.309273502115653,811.3195405226062
47.40625603236201,11.240344805490746,12,3.6684182910857297,904.7371471943087,3.070120897475732,904.7371471943087,3.761313174413805,904.7371471943087,3.6356441616660446,904.7371471943087,2.313327887441795,904.7371471943087
47.45130107740705,10.090935752279204,13,3.6513419971779815,517.1811814371534,3.1286557969795616,517.1811814371534,3.767430507069974,517.1811814371534,3.6378422254777503,517.1811814371534,2.2911090191058463,517.1811814371534
47.45130107740705,10.162773818104927,14,3.6580480452609225,528.2618106961905,3.122977791170306,528.2618106961905,3.7672847249068333,528.2618106961905,3.6377462764401987,528.2618106961905,2.288186569287456,528.2618106961905
47.45130107740705,10.234611883930647,15,3.663820906171718,539.2944657392053,3.116490626707271,539.2944657392053,3.7666634966479413,539.2944657392053,3.6370862813880738,539.2944657392053,2.286431096919861,539.2944657392053
47.45130107740705,10.30644994975637,16,3.668373516673296,549.4697039628863,3.1096462637293723,549.4697039628863,3.765591121957831,549.4697039628863,3.6362855769720466,549.4697039628863,2.285918206139851,549.4697039628863
47.45130107740705,10.37828801558209,17,3.6716017359792605,559.2458482040686,3.102935007809828,559.2458482040686,3.7642221535741736,559.2458482040686,3.6356373153879873,559.2458482040686,2.286572635839625,559.2458482040686
47.45130107740705,10.450126081407813,18,3.673533053726088,570.4452112979302,3.096825789330617,570.4452112979302,3.7628103518486298,570.4452112979302,3.635263269126512,570.4452112979302,2.2881858218740114,570.4452112979302
47.45130107740705,10.952992542187861,19,3.6666172702345503,834.1636779937552,3.076170031583227,834.1636779937552,3.7626461061788725,834.1636779937552,3.634803947838962,834.1636779937552,2.3107089102446094,834.1636779937552
47.45130107740705,11.024830608013584,20,3.665290654108843,898.5220758145529,3.0748529730186345,898.5220758145529,3.7632088034707385,898.5220758145529,3.6343637533261495,898.5220758145529,2.313744389249711,898.5220758145529
47.45130107740705,11.096668673839304,21,3.66417426764346,964.5579752045932,3.073766429629837,964.5579752045932,3.7636341547775976,964.5579752045932,3.633893336218718,964.5579752045932,2.3163540812050494,964.5579752045932
47.45130107740705,11.168506739665027,22,3.6632652883555057,1029.7003934060817,3.0729501055035984,1029.7003934060817,3.763933094593272,1029.7003934060817,3.6335442774068674,1029.7003934060817,2.318482124048542,1029.7003934060817
47.45130107740705,11.240344805490746,23,3.6625824623822387,1091.2353133633865,3.0724380700584137,1091.2353133633865,3.764144913339268,1091.2353133633865,3.633474294324173,1091.2353133633865,2.320085462870814,1091.2353133633865
47.45130107740705,11.31218287131647,24,3.6621663638507944,1146.2101235122616,3.0722311820740162,1146.2101235122616,3.7643029068506184,1146.2101235122616,3.6338024890872282,1146.2101235122616,2.321141580914048,1146.2101235122616
